"product_name_en","product_name_hi","short_name_hi","short_name_en","catalogues","pack_type","mrp","product_cost","brand_discount_type","brand_discount_value","cm_discount_type","original_cm_discount_value","cm_discount_value","marketer","brand_name","fulfillment_model","source","jit_source","super_category","primary_category","sub_category","product_type","ean_code","hsn_code","product_gst","shelf_life_days","original_moq","moq","item_size","delivery_days","lead_days","variant_identifier","discount_type","variant_grammage_unit","variant_grammage","brand_name_hi","variant_identifier_hi","product_images","variant_priority","product_description_md_en","product_description_md_hi","variant_grammage_value","vendor_product_id","is_combo","economic_segment","brand_categorisation","product_weight","return_window_days","replacement_window_days","country_of_origin"
"Trendy Printed women Tops","Trendy Printed women Tops","Trendy Printed women Tops","Trendy Printed women Tops","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","1h66g5-S","","","365","3","3","","","","Trendy Printed women Tops T-1h66g5","flat_off","","","","Trendy Printed women Tops T-1h66g5","https://images.meesho.com/images/products/89307941/k0avz_512.jpg,https://images.meesho.com/images/products/89307941/ygas9_512.jpg,https://images.meesho.com/images/products/89307941/wexjv_512.jpg","0","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Trendy Printed women Tops","Trendy Printed women Tops","Trendy Printed women Tops","Trendy Printed women Tops","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","1h66g5-M","","","365","3","3","","","","Trendy Printed women Tops T-1h66g5","flat_off","","","","Trendy Printed women Tops T-1h66g5","https://images.meesho.com/images/products/89307941/k0avz_512.jpg,https://images.meesho.com/images/products/89307941/ygas9_512.jpg,https://images.meesho.com/images/products/89307941/wexjv_512.jpg","1","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Trendy Printed women Tops","Trendy Printed women Tops","Trendy Printed women Tops","Trendy Printed women Tops","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","1h66g5-L","","","365","3","3","","","","Trendy Printed women Tops T-1h66g5","flat_off","","","","Trendy Printed women Tops T-1h66g5","https://images.meesho.com/images/products/89307941/k0avz_512.jpg,https://images.meesho.com/images/products/89307941/ygas9_512.jpg,https://images.meesho.com/images/products/89307941/wexjv_512.jpg","2","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Trendy Printed women Tops","Trendy Printed women Tops","Trendy Printed women Tops","Trendy Printed women Tops","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","1h66g5-XL","","","365","3","3","","","","Trendy Printed women Tops T-1h66g5","flat_off","","","","Trendy Printed women Tops T-1h66g5","https://images.meesho.com/images/products/89307941/k0avz_512.jpg,https://images.meesho.com/images/products/89307941/ygas9_512.jpg,https://images.meesho.com/images/products/89307941/wexjv_512.jpg","3","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Stylish Graceful women tops","Stylish Graceful women tops","Stylish Graceful women tops","Stylish Graceful women tops","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","1uzh17-S","","","365","3","3","","","","Stylish Graceful women tops S-1uzh17","flat_off","","","","Stylish Graceful women tops S-1uzh17","https://images.meesho.com/images/products/112509691/m39y6_512.jpg,https://images.meesho.com/images/products/112509691/z5brn_512.jpg","0","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Stylish Graceful women tops","Stylish Graceful women tops","Stylish Graceful women tops","Stylish Graceful women tops","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","1uzh17-M","","","365","3","3","","","","Stylish Graceful women tops S-1uzh17","flat_off","","","","Stylish Graceful women tops S-1uzh17","https://images.meesho.com/images/products/112509691/m39y6_512.jpg,https://images.meesho.com/images/products/112509691/z5brn_512.jpg","1","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Stylish Graceful women tops","Stylish Graceful women tops","Stylish Graceful women tops","Stylish Graceful women tops","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","1uzh17-L","","","365","3","3","","","","Stylish Graceful women tops S-1uzh17","flat_off","","","","Stylish Graceful women tops S-1uzh17","https://images.meesho.com/images/products/112509691/m39y6_512.jpg,https://images.meesho.com/images/products/112509691/z5brn_512.jpg","2","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Stylish Graceful women tops","Stylish Graceful women tops","Stylish Graceful women tops","Stylish Graceful women tops","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","1uzh17-XL","","","365","3","3","","","","Stylish Graceful women tops S-1uzh17","flat_off","","","","Stylish Graceful women tops S-1uzh17","https://images.meesho.com/images/products/112509691/m39y6_512.jpg,https://images.meesho.com/images/products/112509691/z5brn_512.jpg","3","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Trendy Casual Short Sleeve Solid Women Tops","Trendy Casual Short Sleeve Solid Women Tops","Trendy Casual Short Sleeve Solid Women Tops","Trendy Casual Short Sleeve Solid Women Tops","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","14um3y-S","","","365","3","3","","","","Trendy Casual Short Sleeve Solid Women Tops T-14um3y","flat_off","","","","Trendy Casual Short Sleeve Solid Women Tops T-14um3y","https://images.meesho.com/images/products/68612974/wov0a_512.jpg,https://images.meesho.com/images/products/68612974/kuuzp_512.jpg","0","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Trendy Casual Short Sleeve Solid Women Tops","Trendy Casual Short Sleeve Solid Women Tops","Trendy Casual Short Sleeve Solid Women Tops","Trendy Casual Short Sleeve Solid Women Tops","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","14um3y-M","","","365","3","3","","","","Trendy Casual Short Sleeve Solid Women Tops T-14um3y","flat_off","","","","Trendy Casual Short Sleeve Solid Women Tops T-14um3y","https://images.meesho.com/images/products/68612974/wov0a_512.jpg,https://images.meesho.com/images/products/68612974/kuuzp_512.jpg","1","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Trendy Casual Short Sleeve Solid Women Tops","Trendy Casual Short Sleeve Solid Women Tops","Trendy Casual Short Sleeve Solid Women Tops","Trendy Casual Short Sleeve Solid Women Tops","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","14um3y-L","","","365","3","3","","","","Trendy Casual Short Sleeve Solid Women Tops T-14um3y","flat_off","","","","Trendy Casual Short Sleeve Solid Women Tops T-14um3y","https://images.meesho.com/images/products/68612974/wov0a_512.jpg,https://images.meesho.com/images/products/68612974/kuuzp_512.jpg","2","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Trendy Casual Short Sleeve Solid Women Tops","Trendy Casual Short Sleeve Solid Women Tops","Trendy Casual Short Sleeve Solid Women Tops","Trendy Casual Short Sleeve Solid Women Tops","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","14um3y-XL","","","365","3","3","","","","Trendy Casual Short Sleeve Solid Women Tops T-14um3y","flat_off","","","","Trendy Casual Short Sleeve Solid Women Tops T-14um3y","https://images.meesho.com/images/products/68612974/wov0a_512.jpg,https://images.meesho.com/images/products/68612974/kuuzp_512.jpg","3","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
" Casual Balloon Sleeve Solid Women Top"," Casual Balloon Sleeve Solid Women Top"," Casual Balloon Sleeve Solid Women Top"," Casual Balloon Sleeve Solid Women Top","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","14uqhr-S","","","365","3","3","","",""," Casual Balloon Sleeve Solid Women Top  -14uqhr","flat_off","","",""," Casual Balloon Sleeve Solid Women Top  -14uqhr","https://images.meesho.com/images/products/68618655/ndtg4_512.jpg,https://images.meesho.com/images/products/68618655/e7ebp_512.jpg","0","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
" Casual Balloon Sleeve Solid Women Top"," Casual Balloon Sleeve Solid Women Top"," Casual Balloon Sleeve Solid Women Top"," Casual Balloon Sleeve Solid Women Top","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","14uqhr-M","","","365","3","3","","",""," Casual Balloon Sleeve Solid Women Top  -14uqhr","flat_off","","",""," Casual Balloon Sleeve Solid Women Top  -14uqhr","https://images.meesho.com/images/products/68618655/ndtg4_512.jpg,https://images.meesho.com/images/products/68618655/e7ebp_512.jpg","1","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
" Casual Balloon Sleeve Solid Women Top"," Casual Balloon Sleeve Solid Women Top"," Casual Balloon Sleeve Solid Women Top"," Casual Balloon Sleeve Solid Women Top","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","14uqhr-L","","","365","3","3","","",""," Casual Balloon Sleeve Solid Women Top  -14uqhr","flat_off","","",""," Casual Balloon Sleeve Solid Women Top  -14uqhr","https://images.meesho.com/images/products/68618655/ndtg4_512.jpg,https://images.meesho.com/images/products/68618655/e7ebp_512.jpg","2","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
" Casual Balloon Sleeve Solid Women Top"," Casual Balloon Sleeve Solid Women Top"," Casual Balloon Sleeve Solid Women Top"," Casual Balloon Sleeve Solid Women Top","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","14uqhr-XL","","","365","3","3","","",""," Casual Balloon Sleeve Solid Women Top  -14uqhr","flat_off","","",""," Casual Balloon Sleeve Solid Women Top  -14uqhr","https://images.meesho.com/images/products/68618655/ndtg4_512.jpg,https://images.meesho.com/images/products/68618655/e7ebp_512.jpg","3","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Stylish Fashionabel Women  Tops ","Stylish Fashionabel Women  Tops ","Stylish Fashionabel Women  Tops ","Stylish Fashionabel Women  Tops ","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","1p3pma-S","","","365","3","3","","","","Stylish Fashionabel Women  Tops  S-1p3pma","flat_off","","","","Stylish Fashionabel Women  Tops  S-1p3pma","https://images.meesho.com/images/products/102629746/p0vcx_512.jpg,https://images.meesho.com/images/products/102629746/ckz2s_512.jpg","0","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Stylish Fashionabel Women  Tops ","Stylish Fashionabel Women  Tops ","Stylish Fashionabel Women  Tops ","Stylish Fashionabel Women  Tops ","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","1p3pma-M","","","365","3","3","","","","Stylish Fashionabel Women  Tops  S-1p3pma","flat_off","","","","Stylish Fashionabel Women  Tops  S-1p3pma","https://images.meesho.com/images/products/102629746/p0vcx_512.jpg,https://images.meesho.com/images/products/102629746/ckz2s_512.jpg","1","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Stylish Fashionabel Women  Tops ","Stylish Fashionabel Women  Tops ","Stylish Fashionabel Women  Tops ","Stylish Fashionabel Women  Tops ","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","1p3pma-L","","","365","3","3","","","","Stylish Fashionabel Women  Tops  S-1p3pma","flat_off","","","","Stylish Fashionabel Women  Tops  S-1p3pma","https://images.meesho.com/images/products/102629746/p0vcx_512.jpg,https://images.meesho.com/images/products/102629746/ckz2s_512.jpg","2","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Stylish Fashionabel Women  Tops ","Stylish Fashionabel Women  Tops ","Stylish Fashionabel Women  Tops ","Stylish Fashionabel Women  Tops ","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","1p3pma-XL","","","365","3","3","","","","Stylish Fashionabel Women  Tops  S-1p3pma","flat_off","","","","Stylish Fashionabel Women  Tops  S-1p3pma","https://images.meesho.com/images/products/102629746/p0vcx_512.jpg,https://images.meesho.com/images/products/102629746/ckz2s_512.jpg","3","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Women top & tunics","Women top & tunics","Women top & tunics","Women top & tunics","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","1aw3k2-XS","","","365","3","3","","","","Women top & tunics W-1aw3k2","flat_off","","","","Women top & tunics W-1aw3k2","https://images.meesho.com/images/products/78759938/cwvaq_512.jpg,https://images.meesho.com/images/products/78759938/jdqu9_512.jpg","0","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Women top & tunics","Women top & tunics","Women top & tunics","Women top & tunics","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","1aw3k2-S","","","365","3","3","","","","Women top & tunics W-1aw3k2","flat_off","","","","Women top & tunics W-1aw3k2","https://images.meesho.com/images/products/78759938/cwvaq_512.jpg,https://images.meesho.com/images/products/78759938/jdqu9_512.jpg","1","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Women top & tunics","Women top & tunics","Women top & tunics","Women top & tunics","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","1aw3k2-M","","","365","3","3","","","","Women top & tunics W-1aw3k2","flat_off","","","","Women top & tunics W-1aw3k2","https://images.meesho.com/images/products/78759938/cwvaq_512.jpg,https://images.meesho.com/images/products/78759938/jdqu9_512.jpg","2","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Women top & tunics","Women top & tunics","Women top & tunics","Women top & tunics","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","1aw3k2-L","","","365","3","3","","","","Women top & tunics W-1aw3k2","flat_off","","","","Women top & tunics W-1aw3k2","https://images.meesho.com/images/products/78759938/cwvaq_512.jpg,https://images.meesho.com/images/products/78759938/jdqu9_512.jpg","3","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Women top & tunics","Women top & tunics","Women top & tunics","Women top & tunics","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","1aw3k2-XL","","","365","3","3","","","","Women top & tunics W-1aw3k2","flat_off","","","","Women top & tunics W-1aw3k2","https://images.meesho.com/images/products/78759938/cwvaq_512.jpg,https://images.meesho.com/images/products/78759938/jdqu9_512.jpg","4","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Pretty Fabulous women Tops","Pretty Fabulous women Tops","Pretty Fabulous women Tops","Pretty Fabulous women Tops","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","1rgmun-S","","","365","3","3","","","","Pretty Fabulous women Tops P-1rgmun","flat_off","","","","Pretty Fabulous women Tops P-1rgmun","https://images.meesho.com/images/products/106591919/8fxa4_512.jpg","0","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Pretty Fabulous women Tops","Pretty Fabulous women Tops","Pretty Fabulous women Tops","Pretty Fabulous women Tops","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","1rgmun-M","","","365","3","3","","","","Pretty Fabulous women Tops P-1rgmun","flat_off","","","","Pretty Fabulous women Tops P-1rgmun","https://images.meesho.com/images/products/106591919/8fxa4_512.jpg","1","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Pretty Fabulous women Tops","Pretty Fabulous women Tops","Pretty Fabulous women Tops","Pretty Fabulous women Tops","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","1rgmun-L","","","365","3","3","","","","Pretty Fabulous women Tops P-1rgmun","flat_off","","","","Pretty Fabulous women Tops P-1rgmun","https://images.meesho.com/images/products/106591919/8fxa4_512.jpg","2","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Pretty Fabulous women Tops","Pretty Fabulous women Tops","Pretty Fabulous women Tops","Pretty Fabulous women Tops","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","1rgmun-XL","","","365","3","3","","","","Pretty Fabulous women Tops P-1rgmun","flat_off","","","","Pretty Fabulous women Tops P-1rgmun","https://images.meesho.com/images/products/106591919/8fxa4_512.jpg","3","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Sweetheart Neck Long Sleeve Printed women Top","Sweetheart Neck Long Sleeve Printed women Top","Sweetheart Neck Long Sleeve Printed women Top","Sweetheart Neck Long Sleeve Printed women Top","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","1yrmuf-XL","","","365","3","3","","","","Sweetheart Neck Long Sleeve Printed women Top S-1yrmuf","flat_off","","","","Sweetheart Neck Long Sleeve Printed women Top S-1yrmuf","https://images.meesho.com/images/products/118862439/wf8lk_512.jpg,https://images.meesho.com/images/products/118862439/miyci_512.jpg","0","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Graceful Banglori Silk Saree","Graceful Banglori Silk Saree","Graceful Banglori Silk Saree","Graceful Banglori Silk Saree","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Ethnic Wear","Sarees","6g5wq-Free Size","","","365","3","3","","","","Graceful Banglori Silk Saree G-6g5wq","flat_off","","","","Graceful Banglori Silk Saree G-6g5wq","https://images.meesho.com/images/products/10831850/d03f3_512.jpg","0","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Stylish Fashionabel Women  Tops ","Stylish Fashionabel Women  Tops ","Stylish Fashionabel Women  Tops ","Stylish Fashionabel Women  Tops ","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","1p3pml-S","","","365","3","3","","","","Stylish Fashionabel Women  Tops  S-1p3pml","flat_off","","","","Stylish Fashionabel Women  Tops  S-1p3pml","https://images.meesho.com/images/products/102629757/prt3i_512.jpg,https://images.meesho.com/images/products/102629757/pbujw_512.jpg","0","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Stylish Fashionabel Women  Tops ","Stylish Fashionabel Women  Tops ","Stylish Fashionabel Women  Tops ","Stylish Fashionabel Women  Tops ","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","1p3pml-M","","","365","3","3","","","","Stylish Fashionabel Women  Tops  S-1p3pml","flat_off","","","","Stylish Fashionabel Women  Tops  S-1p3pml","https://images.meesho.com/images/products/102629757/prt3i_512.jpg,https://images.meesho.com/images/products/102629757/pbujw_512.jpg","1","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Stylish Fashionabel Women  Tops ","Stylish Fashionabel Women  Tops ","Stylish Fashionabel Women  Tops ","Stylish Fashionabel Women  Tops ","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","1p3pml-L","","","365","3","3","","","","Stylish Fashionabel Women  Tops  S-1p3pml","flat_off","","","","Stylish Fashionabel Women  Tops  S-1p3pml","https://images.meesho.com/images/products/102629757/prt3i_512.jpg,https://images.meesho.com/images/products/102629757/pbujw_512.jpg","2","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Stylish Fashionabel Women  Tops ","Stylish Fashionabel Women  Tops ","Stylish Fashionabel Women  Tops ","Stylish Fashionabel Women  Tops ","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","1p3pml-XL","","","365","3","3","","","","Stylish Fashionabel Women  Tops  S-1p3pml","flat_off","","","","Stylish Fashionabel Women  Tops  S-1p3pml","https://images.meesho.com/images/products/102629757/prt3i_512.jpg,https://images.meesho.com/images/products/102629757/pbujw_512.jpg","3","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
"Round Neck Puff Half Sleeves Hosiery Top (23""Inches)","Round Neck Puff Half Sleeves Hosiery Top (23""Inches)","Round Neck Puff Half Sleeves Hosiery Top (23""Inches)","Round Neck Puff Half Sleeves Hosiery Top (23""Inches)","NEW_CITIES,GHAZIABAD_CAT,JAIPUR_CAT,SNP_CAT,LUCKNOW_CAT,DELHI_NCR,DELHI_NCR_DELHI,VARANASI_CAT,REWARI","","","","percentage_off","0","sell_at","","","","","MARKETPLACE","","","Fashion","Ladies Fashion","Western Wear","Tops","vod0p-XL","","","365","3","3","","","","Round Neck Puff Half Sleeves Hosiery Top (23""Inches) R-vod0p","flat_off","","","","Round Neck Puff Half Sleeves Hosiery Top (23""Inches) R-vod0p","https://images.meesho.com/images/products/53204713/5zn9o_512.jpg","0","Sample Text","Sample Text","","","false","LIG","LOCAL","","","","India"
